category,count,columns,distribution,time,L2_TLB_MISS_DATA,L1D_CACHE_MISS_LD,L1D_CACHE_MISS_ST,L1D_TLB_MISS,BRANCH_COND_MISPRED_NONSPEC,BRANCH_MISPRED_NONSPEC
pdq_static,16777216,3,random,439864250,12,866,32,31,0,0
pdq_static,16777216,3,random,439964208,12,769,32,32,0,0
pdq_static,16777216,3,random,440064375,16,856,39,41,0,0
pdq_static,16777216,3,random,440164375,12,870,30,30,0,0
pdq_static,16777216,3,random,440264458,16,857,41,45,0,0
pdq_static,16777216,3,random,440364416,12,866,30,29,0,0
pdq_static,16777216,3,random,440464375,15,855,40,42,0,0
pdq_static,16777216,3,random,440564416,10,872,31,30,0,0
pdq_static,16777216,3,random,440664333,16,852,40,48,0,0
pdq_static,16777216,3,random,440764375,12,869,30,35,0,0
pdq_static,16777216,3,random,440864375,13,868,32,35,0,0
pdq_static,16777216,3,random,440964416,15,848,38,44,0,0
pdq_static,16777216,3,random,441064458,10,869,30,30,0,0
pdq_static,16777216,3,random,441167125,16,849,41,44,0,0
pdq_static,16777216,3,random,441264250,10,844,31,30,0,0
pdq_static,16777216,3,random,441367875,13,851,30,42,0,0
pdq_static,16777216,3,random,441464208,12,815,38,53,0,0
pdq_static,16777216,3,random,441564416,10,859,30,29,0,0
pdq_static,16777216,3,random,441664458,16,844,41,45,0,0
pdq_static,16777216,3,random,441764416,9,866,30,28,0,0
pdq_static,16777216,3,random,441864250,11,841,32,32,0,0
pdq_static,16777216,3,random,441964333,14,837,40,42,0,0
pdq_static,16777216,3,random,442064375,11,861,30,31,0,0
pdq_static,16777216,3,random,442164375,15,847,40,44,0,0
pdq_static,16777216,3,random,442264375,9,871,30,27,0,0
pdq_static,16777216,3,random,442364458,11,864,32,31,0,0
pdq_static,16777216,3,random,442464333,17,853,38,42,0,0
pdq_static,16777216,3,random,442564375,12,869,30,32,0,0
pdq_static,16777216,3,random,442664416,16,852,41,49,0,0
pdq_static,16777216,3,random,442864333,16,835,40,40,0,0
pdq_static,16777216,3,random,442964333,12,869,30,33,0,0
pdq_static,16777216,3,random,443064375,12,864,32,35,0,0
pdq_static,16777216,3,random,443164416,16,856,38,39,0,0
pdq_static,16777216,3,random,443264458,10,868,29,29,0,0
pdq_static,16777216,3,random,443364541,14,852,42,43,0,0
pdq_static,16777216,3,random,443464833,12,877,30,33,0,0
pdq_static,16777216,3,random,443564416,12,797,34,36,0,0
pdq_static,16777216,3,random,443664375,14,868,39,41,0,0
pdq_static,16777216,3,random,443764458,12,879,30,35,0,0
pdq_static,16777216,3,random,443864458,14,867,40,41,0,0
pdq_static,16777216,3,random,443966875,10,879,30,30,0,0
pdq_static,16777216,3,random,444064458,9,724,32,29,0,0
pdq_static,16777216,3,random,444164416,13,873,41,37,0,0
pdq_static,16777216,3,random,444264333,12,884,30,32,0,0
pdq_static,16777216,3,random,444364458,16,867,40,44,0,0
pdq_static,16777216,3,random,444464416,13,880,30,33,0,0
