sim,category,count,columns,L2_TLB_MISS_DATA,L1D_CACHE_MISS_LD,L1D_CACHE_MISS_ST,L1D_TLB_MISS
reorder,col,24,16,84172289,1157109789,878362679,1412398662
reorder,col,24,16,84245652,1157860348,877423153,1413375546
reorder,col,24,16,81172375,1157097268,876759289,1405723224
reorder,col,24,16,84758287,1158077102,878755825,1415283614
reorder,col,24,32,162460397,2296634235,1722662133,2780850656
reorder,col,24,32,161469098,2296751553,1733643565,2780367681
reorder,col,24,32,164991919,2296348358,1713120098,2790059955
reorder,col,24,32,162803374,2297040139,1696212385,2786959088
reorder,col,24,32,166591378,2295855165,1732722120,2792270009
reorder,col,24,64,307420132,4576514225,3390898436,5503468103
reorder,col,24,64,315982667,4576241107,3383751925,5514222165
reorder,col,24,64,315188489,4575579467,3400015648,5513852075
reorder,col,24,64,324803344,4576495501,3399343492,5535550423
reorder,col,24,64,318228998,4576536535,3398104202,5526058599
reorder,col,24,96,497207800,6856772120,5030443062,8328222826
reorder,col,24,96,471271198,6856508870,5031322744,8256145212
reorder,col,24,96,497741021,6857188209,5032431328,8324415492
reorder,col,24,96,470019684,6856536235,5032583582,8250572374
reorder,col,24,96,471240549,6842146093,4965511811,8236079644
reorder,col,25,1,38583437,180673503,154894677,319098126
reorder,col,25,1,38979046,181604351,155720229,321166354
reorder,col,25,1,39428244,181617176,155884797,321782770
reorder,col,25,1,39229753,181664013,155829310,321604501
reorder,col,25,1,39281362,181620459,155631744,321522310
reorder,col,25,2,61211478,324251266,261383596,543463516
reorder,col,25,2,61225793,324272517,261291172,543658843
reorder,col,25,2,62966886,324183072,261552837,547228033
reorder,col,25,2,59810346,324208329,261444060,541418422
reorder,col,25,2,62604666,324239637,261425501,546427453
reorder,col,25,4,102577751,609419698,472549266,983344540
reorder,col,25,4,105357314,609388240,472270144,988381792
reorder,col,25,4,106803226,609557284,471685838,991213214
reorder,col,25,4,105588209,609359491,471491528,988983809
reorder,col,25,4,103259591,609623800,472237596,984992752
reorder,col,25,8,189041300,1180264794,893373447,1870200808
reorder,col,25,8,195345745,1177075021,890973959,1877776629
reorder,col,25,8,197331570,1179988453,891941023,1885039577
reorder,col,25,8,197083150,1177040633,892731420,1881276499
reorder,col,25,8,192320092,1179934380,894947470,1874503810
reorder,col,25,16,358310454,2316607467,1728039352,3630926354
reorder,col,25,16,377464594,2320926401,1735123482,3669460596
reorder,col,25,16,362723455,2317586886,1733688041,3640882974
reorder,col,25,16,377948230,2321147858,1734722273,3668996268
reorder,col,25,16,378810504,2318542435,1733134998,3669586029
reorder,col,25,32,731400787,4605725745,3366232303,7224813379
reorder,col,25,32,724393698,4600905870,3365825212,7207394488
reorder,col,25,32,743882312,4604053183,3374119192,7253493959
reorder,col,25,32,706675095,4600016863,3370173264,7179001128
reorder,col,25,32,741554096,4603779298,3375807744,7247070648
reorder,col,25,64,1385535818,9171891786,6582461281,14244620048
reorder,col,25,64,1436239088,9178878444,6554476437,14338983340
reorder,col,25,64,1475808827,9173432933,6606892964,14413777705
reorder,col,25,64,1451031729,9177033208,6617833600,14363547186
reorder,col,25,64,1450361687,9175008316,6572017197,14367889140
reorder,col,25,96,2160216656,13751632129,9733204042,21494435309
reorder,col,25,96,2170253603,13746544730,9834426432,21502097096
reorder,col,25,96,2182351796,13749039941,9831072783,21525793855
reorder,col,25,96,2149617484,13745794605,9832817139,21463396682
reorder,col,25,96,2120999252,13748863105,9827037649,21421617523
reorder,row,10,1,792,21994,4849,3779
reorder,row,10,1,725,23243,3410,4334
reorder,row,10,1,646,21182,3254,4229
reorder,row,10,1,679,21248,3247,3469
reorder,row,10,1,632,21758,3232,3837
reorder,row,10,2,656,25319,4323,3733
reorder,row,10,2,670,24638,4256,3920
reorder,row,10,2,673,22417,3744,4319
reorder,row,10,2,709,22293,4310,3522
reorder,row,10,2,669,24414,4272,4468
reorder,row,10,4,753,25544,5670,4187
reorder,row,10,4,723,24054,6164,4189
reorder,row,10,4,734,24039,5683,4031
reorder,row,10,4,685,27445,5735,5907
reorder,row,10,4,646,23183,5839,3519
reorder,row,10,8,617,19768,19853,3956
reorder,row,10,8,760,24999,23737,4810
reorder,row,10,8,767,27614,20888,4124
reorder,row,10,8,703,25765,21372,4191
reorder,row,10,8,819,26612,21718,4243
reorder,row,10,16,688,31404,65462,5113
reorder,row,10,16,635,28236,66656,4494
reorder,row,10,16,766,31227,67584,5543
reorder,row,10,16,742,29464,65196,4437
reorder,row,10,16,843,27766,67039,4902
reorder,row,10,32,812,51394,150754,5992
reorder,row,10,32,901,52155,150232,5638
reorder,row,10,32,683,49324,150684,5446
reorder,row,10,32,754,49307,147751,7056
reorder,row,10,32,768,49729,150011,5124
reorder,row,10,64,994,179351,281624,7322
reorder,row,10,64,1034,179515,285149,7058
reorder,row,10,64,1018,181599,283959,7334
reorder,row,10,64,1143,184087,283948,8073
reorder,row,10,64,975,174793,284045,6514
reorder,row,10,96,926,103809,550108,7750
reorder,row,10,96,892,111755,549682,7918
reorder,row,10,96,954,107651,551108,7947
reorder,row,10,96,981,117540,489596,8412
reorder,row,10,96,1002,106936,554720,8426
reorder,row,11,1,578,21595,6333,4143
reorder,row,11,1,666,23582,5725,3788
reorder,row,11,1,604,21918,7593,3781
reorder,row,11,1,657,20550,5547,3864
reorder,row,11,1,690,27469,7891,4287
reorder,row,11,2,643,18180,6203,3633
reorder,row,11,2,755,26744,6750,4211
reorder,row,11,2,663,22372,5445,4016
reorder,row,11,2,731,24056,5802,4064
reorder,row,11,2,590,22771,5727,3431
reorder,row,11,4,716,23169,13438,3966
reorder,row,11,4,702,21680,13048,4238
reorder,row,11,4,764,27366,12683,4463
reorder,row,11,4,741,27477,12559,4309
reorder,row,11,4,684,29253,12913,4222
reorder,row,11,8,680,28628,33476,4059
reorder,row,11,8,682,29273,36825,4602
reorder,row,11,8,751,30627,37683,4740
reorder,row,11,8,747,25182,36904,4127
reorder,row,11,8,742,27430,37654,3927
reorder,row,11,16,787,43605,67912,5466
reorder,row,11,16,730,41116,65056,4895
reorder,row,11,16,713,42116,65915,5561
reorder,row,11,16,829,46046,66181,6065
reorder,row,11,16,786,41556,66254,5693
reorder,row,11,32,899,105040,164113,6677
reorder,row,11,32,1045,105814,158181,7338
reorder,row,11,32,892,104082,158730,7623
reorder,row,11,32,892,100790,165532,6752
reorder,row,11,32,868,95977,163245,6345
reorder,row,11,64,1151,344108,281935,10815
reorder,row,11,64,1138,349140,282321,10636
reorder,row,11,64,1099,342791,284659,10077
reorder,row,11,64,1094,349368,282932,11292
reorder,row,11,64,1167,350293,279757,10516
reorder,row,11,96,1067,286038,698699,15443
reorder,row,11,96,1084,286178,702088,14873
reorder,row,11,96,1159,282807,701675,16787
reorder,row,11,96,1011,288782,691084,15338
reorder,row,11,96,979,282599,698927,14428
reorder,row,12,1,569,23288,16540,3865
reorder,row,12,1,702,20226,17543,4408
reorder,row,12,1,693,24384,16596,3681
reorder,row,12,1,670,23538,19435,3816
reorder,row,12,1,734,27990,16624,4848
reorder,row,12,2,756,27109,14330,4122
reorder,row,12,2,648,26971,15756,4170
reorder,row,12,2,728,29598,14483,4504
reorder,row,12,2,672,27805,15196,4374
reorder,row,12,2,718,30069,16178,4631
reorder,row,12,4,661,26486,35072,4459
reorder,row,12,4,758,29910,39347,4455
reorder,row,12,4,681,29993,37218,4938
reorder,row,12,4,669,28149,35523,4051
reorder,row,12,4,708,30371,38393,4163
reorder,row,12,8,758,38671,75832,4606
reorder,row,12,8,842,40590,71655,5139
reorder,row,12,8,824,39117,73089,4944
reorder,row,12,8,690,40417,69514,5156
reorder,row,12,8,724,40654,75359,4652
reorder,row,12,16,850,63051,129456,7769
reorder,row,12,16,865,66616,132419,7166
reorder,row,12,16,731,60696,131845,6413
reorder,row,12,16,887,63189,133783,7256
reorder,row,12,16,839,65689,133037,7100
reorder,row,12,32,1001,171583,318310,9908
reorder,row,12,32,945,168771,312098,9826
reorder,row,12,32,1012,174795,316662,10369
reorder,row,12,32,950,176508,309664,10769
reorder,row,12,32,1088,178909,314896,10737
reorder,row,12,64,1588,665345,573526,22051
reorder,row,12,64,1529,666372,566383,20709
reorder,row,12,64,1519,668353,567394,20711
reorder,row,12,64,1543,669444,569911,20168
reorder,row,12,64,1469,667855,565627,21547
reorder,row,12,96,1317,542103,1414305,32048
reorder,row,12,96,1231,536129,1427255,32820
reorder,row,12,96,1386,549540,1412315,35614
reorder,row,12,96,1327,545678,1431372,33613
reorder,row,12,96,1516,541356,1413589,34734
reorder,row,13,1,797,24113,39926,4803
reorder,row,13,1,778,27320,38540,3961
reorder,row,13,1,742,27076,38322,4229
reorder,row,13,1,784,25784,41099,5100
reorder,row,13,1,732,26760,38114,4145
reorder,row,13,2,860,29692,39270,4679
reorder,row,13,2,766,31074,41546,4441
reorder,row,13,2,736,29924,36987,4303
reorder,row,13,2,798,27232,39863,4350
reorder,row,13,2,835,32906,41710,5446
reorder,row,13,4,811,41323,75270,5651
reorder,row,13,4,803,39935,74112,5319
reorder,row,13,4,758,37666,72007,4795
reorder,row,13,4,824,42002,74338,5520
reorder,row,13,4,886,36811,74553,5130
reorder,row,13,8,972,67486,138287,6339
reorder,row,13,8,942,66223,135816,6545
reorder,row,13,8,914,66776,140502,6401
reorder,row,13,8,930,66449,140406,5856
reorder,row,13,8,846,71566,142372,6651
reorder,row,13,16,1100,109265,252786,10833
reorder,row,13,16,1043,110830,249527,10953
reorder,row,13,16,1315,110055,259540,12091
reorder,row,13,16,1168,110350,260862,10962
reorder,row,13,16,1110,104667,240981,10335
reorder,row,13,32,1281,341110,565444,19449
reorder,row,13,32,1316,344338,588224,19523
reorder,row,13,32,1330,340168,590620,19790
reorder,row,13,32,1390,336342,599091,18661
reorder,row,13,32,1478,335324,608454,19429
reorder,row,13,64,2497,1310171,1098055,55290
reorder,row,13,64,2420,1308480,1104041,55163
reorder,row,13,64,2429,1323663,1086389,55921
reorder,row,13,64,2308,1320401,1086547,53872
reorder,row,13,64,2399,1322077,1090340,54415
reorder,row,13,96,2312,1136424,2722494,91814
reorder,row,13,96,2387,1132105,2700865,90411
reorder,row,13,96,2225,1193625,2666710,87944
reorder,row,13,96,2271,1183409,2650173,90259
reorder,row,13,96,2174,1174440,2641680,87266
reorder,row,14,1,894,31386,127970,4757
reorder,row,14,1,711,36571,125934,5005
reorder,row,14,1,836,32518,121472,4528
reorder,row,14,1,772,33832,134459,4239
reorder,row,14,1,699,31637,130669,4007
reorder,row,14,2,861,42363,85465,5002
reorder,row,14,2,955,42745,88324,5630
reorder,row,14,2,912,43128,82872,5968
reorder,row,14,2,824,43100,84407,5218
reorder,row,14,2,1009,42602,82496,5539
reorder,row,14,4,1071,67462,158217,6528
reorder,row,14,4,1044,69294,160720,6702
reorder,row,14,4,949,68950,152670,6888
reorder,row,14,4,953,66554,155986,6654
reorder,row,14,4,974,67971,155358,6362
reorder,row,14,8,1082,122722,299352,8845
reorder,row,14,8,1134,118564,288980,8622
reorder,row,14,8,1097,121220,290446,9091
reorder,row,14,8,1008,118333,280349,8962
reorder,row,14,8,1073,121517,301251,11210
reorder,row,14,16,1502,191760,527270,19333
reorder,row,14,16,1465,189301,520013,20509
reorder,row,14,16,1421,197055,520083,19412
reorder,row,14,16,1516,192190,516751,19523
reorder,row,14,16,1592,195367,526044,21071
reorder,row,14,32,2271,708036,1246335,62536
reorder,row,14,32,2390,696102,1225744,59585
reorder,row,14,32,2438,714777,1159734,60913
reorder,row,14,32,2410,691026,1247709,60319
reorder,row,14,32,2485,693189,1247686,62653
reorder,row,14,64,4896,2625590,2214457,162835
reorder,row,14,64,5091,2625451,2182129,162436
reorder,row,14,64,4981,2640532,2142295,162425
reorder,row,14,64,4771,2621795,2228781,165537
reorder,row,14,64,4723,2624879,2164748,159048
reorder,row,14,96,6090,2488807,5701323,214053
reorder,row,14,96,5429,2488036,5635862,213748
reorder,row,14,96,6353,2514105,5710661,214362
reorder,row,14,96,6040,2389799,5590347,217750
reorder,row,14,96,5858,2469111,5680992,217940
reorder,row,15,1,830,77021,344197,5469
reorder,row,15,1,969,80920,337438,6151
reorder,row,15,1,951,78557,342614,5659
reorder,row,15,1,992,79880,337858,5973
reorder,row,15,1,1009,79508,338071,6410
reorder,row,15,2,1119,79446,176308,6924
reorder,row,15,2,1037,76886,183329,9163
reorder,row,15,2,1149,77664,177887,7851
reorder,row,15,2,1022,75710,178394,6555
reorder,row,15,2,1089,78143,165751,6925
reorder,row,15,4,1280,126009,310302,9953
reorder,row,15,4,1106,122664,320321,8935
reorder,row,15,4,1174,127572,306404,9110
reorder,row,15,4,1188,129538,314444,8846
reorder,row,15,4,1314,128881,313186,9630
reorder,row,15,8,1391,227202,605442,15404
reorder,row,15,8,1447,226617,604919,16052
reorder,row,15,8,1553,229222,604063,16388
reorder,row,15,8,1528,232048,604113,15518
reorder,row,15,8,1428,224542,597209,15652
reorder,row,15,16,2966,371657,1030021,70643
reorder,row,15,16,2712,365960,1021685,65326
reorder,row,15,16,2599,370017,1034849,65137
reorder,row,15,16,2630,376137,1044291,65601
reorder,row,15,16,2845,373861,1015138,66761
reorder,row,15,32,4421,1398257,2484778,202454
reorder,row,15,32,4239,1399182,2427991,202192
reorder,row,15,32,4255,1390211,2478717,203710
reorder,row,15,32,4344,1434689,2479866,204116
reorder,row,15,32,4691,1397061,2372967,203901
reorder,row,15,64,9912,5314246,4617144,326836
reorder,row,15,64,9474,5323210,4567396,321567
reorder,row,15,64,11821,5306315,4575295,334350
reorder,row,15,64,11037,5274218,4514113,326301
reorder,row,15,64,12173,5311236,4618542,329628
reorder,row,15,96,11151,4790686,11451796,392341
reorder,row,15,96,11831,4932519,11650160,377717
reorder,row,15,96,13279,4761710,11380408,377609
reorder,row,15,96,12318,4720921,11516054,384716
reorder,row,15,96,11216,4688241,11385014,384195
reorder,row,16,1,1084,238513,759033,8069
reorder,row,16,1,1190,236574,764144,8397
reorder,row,16,1,1305,239051,764729,8218
reorder,row,16,1,1339,241428,732560,8601
reorder,row,16,1,1229,239574,748696,8209
reorder,row,16,2,1562,159492,360731,10302
reorder,row,16,2,1366,158226,362297,10284
reorder,row,16,2,1525,156753,369872,10863
reorder,row,16,2,1350,156779,368187,10769
reorder,row,16,2,1316,157612,356790,10213
reorder,row,16,4,1654,259697,626975,15587
reorder,row,16,4,1631,260271,615513,16010
reorder,row,16,4,1713,253348,615815,15463
reorder,row,16,4,1552,258084,611611,15470
reorder,row,16,4,1838,259292,658205,16403
reorder,row,16,8,2461,460076,1191464,56822
reorder,row,16,8,2495,458544,1201479,57008
reorder,row,16,8,2591,458204,1207393,57634
reorder,row,16,8,2463,459038,1194437,56677
reorder,row,16,8,2505,453526,1174157,57662
reorder,row,16,16,5071,739513,2065333,260459
reorder,row,16,16,4609,741349,1986670,260873
reorder,row,16,16,6513,736458,2039069,265559
reorder,row,16,16,4334,736731,2084152,258908
reorder,row,16,16,4651,742590,2084471,262191
reorder,row,16,32,7920,2886908,5127518,446742
reorder,row,16,32,8983,2863202,5118907,448680
reorder,row,16,32,8669,2839580,5142643,451534
reorder,row,16,32,9756,2799977,5122578,443347
reorder,row,16,32,8890,2793076,5114203,449253
reorder,row,16,64,19533,10738102,9316483,538417
reorder,row,16,64,20122,10706800,9323275,542335
reorder,row,16,64,20774,10743641,9309255,540248
reorder,row,16,64,20675,10702147,9301202,541195
reorder,row,16,64,20766,10683963,9096074,517406
reorder,row,16,96,21878,10077834,23064576,685964
reorder,row,16,96,30163,9635119,22898247,687738
reorder,row,16,96,24346,9831707,23163788,692112
reorder,row,16,96,23796,9708564,23072399,691002
reorder,row,16,96,25898,9453510,22731910,691182
reorder,row,17,1,1548,577003,1588322,12685
reorder,row,17,1,1545,578653,1586873,12581
reorder,row,17,1,1588,582647,1585750,13745
reorder,row,17,1,1502,577938,1590104,12801
reorder,row,17,1,1679,583768,1525150,13382
reorder,row,17,2,1954,327373,763891,16952
reorder,row,17,2,1923,325921,745226,17521
reorder,row,17,2,2058,328081,719449,18399
reorder,row,17,2,1945,327960,735154,17846
reorder,row,17,2,1865,331131,726475,17648
reorder,row,17,4,2846,526199,1268879,44556
reorder,row,17,4,2767,526755,1287320,45452
reorder,row,17,4,2949,524900,1298725,47070
reorder,row,17,4,2850,529168,1316534,45163
reorder,row,17,4,2775,525425,1304313,44509
reorder,row,17,8,6117,924520,2388402,309486
reorder,row,17,8,5861,926671,2428315,311095
reorder,row,17,8,4646,921643,2474799,306280
reorder,row,17,8,7463,922838,2422488,317385
reorder,row,17,8,6445,927806,2466540,309557
reorder,row,17,16,8665,1522720,4301531,614188
reorder,row,17,16,19128,1517375,4333651,620683
reorder,row,17,16,11879,1516903,4235059,624827
reorder,row,17,16,14911,1517945,4290659,628368
reorder,row,17,16,14031,1523259,4294195,630849
reorder,row,17,32,23054,5583915,10302308,735516
reorder,row,17,32,15368,5561277,10402548,706694
reorder,row,17,32,19964,5576561,10287445,713800
reorder,row,17,32,24372,5485547,10394643,729093
reorder,row,17,32,33526,5495435,10345602,741614
reorder,row,17,64,60208,21487940,18946855,1057470
reorder,row,17,64,61656,21532427,18921659,1037125
reorder,row,17,64,62333,21456632,18912550,1038881
reorder,row,17,64,48631,21486952,18964942,1023218
reorder,row,17,64,48811,21454882,18861666,1027473
reorder,row,17,96,88483,19646551,45944559,1871743
reorder,row,17,96,89032,20018508,46137726,1888826
reorder,row,17,96,87498,19786442,46383695,1883252
reorder,row,17,96,88848,19517323,46161625,1907141
reorder,row,17,96,90566,19895270,46577589,1911124
reorder,row,18,1,2284,1278227,3110803,23343
reorder,row,18,1,2224,1277796,3059060,22144
reorder,row,18,1,2326,1282631,3026652,25056
reorder,row,18,1,2490,1280694,2988802,24640
reorder,row,18,1,2281,1275882,3005789,23503
reorder,row,18,2,3441,680233,1426734,46104
reorder,row,18,2,3488,687121,1427979,46595
reorder,row,18,2,3345,689243,1426398,46545
reorder,row,18,2,4277,678046,1347126,46248
reorder,row,18,2,3301,691174,1372785,47101
reorder,row,18,4,6457,1074105,2574779,287135
reorder,row,18,4,5782,1072099,2536550,284479
reorder,row,18,4,5394,1075626,2472122,284893
reorder,row,18,4,5661,1074561,2575745,284295
reorder,row,18,4,5598,1074824,2537670,284474
reorder,row,18,8,10824,1890771,4995444,896757
reorder,row,18,8,10685,1884182,4942979,891456
reorder,row,18,8,10277,1879366,4865703,892288
reorder,row,18,8,11635,1882812,4962223,896622
reorder,row,18,8,15367,1880503,4970344,909887
reorder,row,18,16,39691,3152682,8556038,1123599
reorder,row,18,16,26068,3138382,8502981,1057190
reorder,row,18,16,41882,3136145,8540485,1127536
reorder,row,18,16,34949,3132519,8528858,1087912
reorder,row,18,16,29007,3145869,8460188,1129201
reorder,row,18,32,65605,10798090,21033677,1307590
reorder,row,18,32,86192,11100838,21304125,1331411
reorder,row,18,32,67617,11042214,20954498,1313391
