category|count|columns|cmd|pid|time|counter|event
col_all|16777216|3|simulation|6905|11691591.564618051:|38659|branch-misses:
col_all|16777216|3|simulation|6905|11691591.567812674:|41852|branch-misses:
col_all|16777216|3|simulation|6905|11691591.571031359:|44824|branch-misses:
col_all|16777216|3|simulation|6905|11691591.573787070:|33535|cache-misses:
col_all|16777216|3|simulation|6905|11691591.575168194:|44864|branch-misses:
col_all|16777216|3|simulation|6905|11691591.577814884:|37565|cache-misses:
col_all|16777216|3|simulation|6905|11691591.578780860:|43819|branch-misses:
col_all|16777216|3|simulation|6905|11691591.579858856:|32807|cache-misses:
col_all|16777216|3|simulation|6905|11691591.580553488:|49513|cache-misses:
col_all|16777216|3|simulation|6905|11691591.581590638:|92830|cache-misses:
col_all|16777216|3|simulation|6905|11691591.584265596:|132791|cache-misses:
col_all|16777216|3|simulation|6905|11691591.584531917:|38201|branch-misses:
col_all|16777216|3|simulation|6905|11691591.587388164:|40067|branch-misses:
col_all|16777216|3|simulation|6905|11691591.591104042:|41667|branch-misses:
col_all|16777216|3|simulation|6905|11691591.593673729:|49191|branch-misses:
col_all|16777216|3|simulation|6905|11691591.597226116:|67006|cache-misses:
col_all|16777216|3|simulation|6905|11691591.597626878:|47846|branch-misses:
col_all|16777216|3|simulation|6905|11691591.601744554:|46411|branch-misses:
col_all|16777216|3|simulation|6905|11691591.604595973:|51546|branch-misses:
col_all|16777216|3|simulation|6905|11691591.606180241:|40311|cache-misses:
col_all|16777216|3|simulation|6905|11691591.608528824:|52828|branch-misses:
col_all|16777216|3|simulation|6905|11691591.609298424:|38927|cache-misses:
col_all|16777216|3|simulation|6905|11691591.609893216:|38927|cache-misses:
col_all|16777216|3|simulation|6905|11691591.610478948:|91123|cache-misses:
col_all|16777216|3|simulation|6905|11691591.611848425:|170961|cache-misses:
col_all|16777216|3|simulation|6905|11691591.612157073:|55000|branch-misses:
col_all|16777216|3|simulation|6905|11691591.614771608:|227710|cache-misses:
col_all|16777216|3|simulation|6905|11691591.619105021:|41569|branch-misses:
col_all|16777216|3|simulation|6905|11691591.622351836:|43888|branch-misses:
col_all|16777216|3|simulation|6905|11691591.625165331:|50194|branch-misses:
col_all|16777216|3|simulation|6905|11691591.629020386:|48234|branch-misses:
col_all|16777216|3|simulation|6905|11691591.632346880:|54298|branch-misses:
col_all|16777216|3|simulation|6905|11691591.632551285:|68612|cache-misses:
col_all|16777216|3|simulation|6905|11691591.633831617:|86976|cache-misses:
col_all|16777216|3|simulation|6905|11691591.635643895:|134601|cache-misses:
col_all|16777216|3|simulation|6905|11691591.638679331:|40733|branch-misses:
col_all|16777216|3|simulation|6905|11691591.641183895:|46936|branch-misses:
col_all|16777216|3|simulation|6905|11691591.645352165:|45893|branch-misses:
col_all|16777216|3|simulation|6905|11691591.648626797:|50203|branch-misses:
col_all|16777216|3|simulation|6905|11691591.649625025:|49582|cache-misses:
col_all|16777216|3|simulation|6905|11691591.651669915:|49975|cache-misses:
col_all|16777216|3|simulation|6905|11691591.652746806:|51389|branch-misses:
col_all|16777216|3|simulation|6905|11691591.652782176:|66095|cache-misses:
col_all|16777216|3|simulation|6905|11691591.655118887:|100244|cache-misses:
col_all|16777216|3|simulation|6905|11691591.658372638:|43669|branch-misses:
col_all|16777216|3|simulation|6905|11691591.660725510:|48540|branch-misses:
col_all|16777216|3|simulation|6905|11691591.663902835:|53355|branch-misses:
col_all|16777216|3|simulation|6905|11691591.665391456:|57937|cache-misses:
col_all|16777216|3|simulation|6905|11691591.670420365:|44491|branch-misses:
col_all|16777216|3|simulation|6905|11691591.672345401:|42509|cache-misses:
col_all|16777216|3|simulation|6905|11691591.673970692:|44442|branch-misses:
col_all|16777216|3|simulation|6905|11691591.676471875:|35892|cache-misses:
col_all|16777216|3|simulation|6905|11691591.676731048:|52995|branch-misses:
col_all|16777216|3|simulation|6905|11691591.677230212:|55254|cache-misses:
col_all|16777216|3|simulation|6905|11691591.678400949:|97866|cache-misses:
col_all|16777216|3|simulation|6905|11691591.680475278:|141699|cache-misses:
col_all|16777216|3|simulation|6905|11691591.681843001:|47496|branch-misses:
col_all|16777216|3|simulation|6905|11691591.683486580:|157017|cache-misses:
col_all|16777216|3|simulation|6905|11691591.686493219:|44269|branch-misses:
col_all|16777216|3|simulation|6905|11691591.686805640:|167577|cache-misses:
col_all|16777216|3|simulation|6905|11691591.690331534:|176810|cache-misses:
col_all|16777216|3|simulation|6905|11691591.690814968:|42879|branch-misses:
col_all|16777216|3|simulation|6905|11691591.693974560:|181315|cache-misses:
col_all|16777216|3|simulation|6905|11691591.694335984:|44771|branch-misses:
col_all|16777216|3|simulation|6905|11691591.697164039:|50921|branch-misses:
col_all|16777216|3|simulation|6905|11691591.697304666:|195703|cache-misses:
col_all|16777216|3|simulation|6905|11691591.700384016:|54943|branch-misses:
col_all|16777216|3|simulation|6905|11691591.700866634:|203579|cache-misses:
col_all|16777216|3|simulation|6905|11691591.703763469:|57605|branch-misses:
col_all|16777216|3|simulation|6905|11691591.704500422:|210972|cache-misses:
col_all|16777216|3|simulation|6905|11691591.707009048:|62187|branch-misses:
col_all|16777216|3|simulation|6905|11691591.707904072:|222579|cache-misses:
col_all|16777216|3|simulation|6905|11691591.710618702:|65162|branch-misses:
col_all|16777216|3|simulation|6905|11691591.711595870:|232765|cache-misses:
col_all|16777216|3|simulation|6905|11691591.714959416:|63538|branch-misses:
col_all|16777216|3|simulation|6905|11691591.716200770:|218682|cache-misses:
col_all|16777216|3|simulation|6905|11691591.721856892:|48158|branch-misses:
col_all|16777216|3|simulation|6905|11691591.728314443:|39074|branch-misses:
col_all|16777216|3|simulation|6905|11691591.730941002:|43887|branch-misses:
col_all|16777216|3|simulation|6905|11691591.734041909:|48203|branch-misses:
col_all|16777216|3|simulation|6905|11691591.737626369:|49275|branch-misses:
col_all|16777216|3|simulation|6905|11691591.739743692:|38862|cache-misses:
col_all|16777216|3|simulation|6905|11691591.741138187:|56006|cache-misses:
col_all|16777216|3|simulation|6905|11691591.743314608:|42016|branch-misses:
col_all|16777216|3|simulation|6905|11691591.743354151:|77013|cache-misses:
col_all|16777216|3|simulation|6905|11691591.747036582:|44601|branch-misses:
col_all|16777216|3|simulation|6905|11691591.750298215:|58889|cache-misses:
col_all|16777216|3|simulation|6905|11691591.752298358:|72671|cache-misses:
col_all|16777216|3|simulation|6905|11691591.752867924:|35905|branch-misses:
col_all|16777216|3|simulation|6905|11691591.756578136:|36094|branch-misses:
col_all|16777216|3|simulation|6905|11691591.758755405:|42917|branch-misses:
col_all|16777216|3|simulation|6905|11691591.761481602:|40276|cache-misses:
col_all|16777216|3|simulation|6905|11691591.763486916:|48493|cache-misses:
col_all|16777216|3|simulation|6905|11691591.764284618:|35398|branch-misses:
col_all|16777216|3|simulation|6905|11691591.767521620:|36620|branch-misses:
col_all|16777216|3|simulation|6905|11691591.770280696:|42045|branch-misses:
col_all|16777216|3|simulation|6905|11691591.772313433:|29660|cache-misses:
col_all|16777216|3|simulation|6905|11691591.773426858:|45120|branch-misses:
col_all|16777216|3|simulation|6905|11691591.775425092:|28137|cache-misses:
col_all|16777216|3|simulation|6905|11691591.776211335:|42441|cache-misses:
col_all|16777216|3|simulation|6905|11691591.776829796:|49246|branch-misses:
